Product List as of 07/12/2021,,,,,,
Product Code,Product Description,Product Group,Pack,Allocated,On Hand,Units
CARRARA PENNY HONED 23 -03,"CARRARA PENNY ROUND HONED 
CHIP SIZE 23MM SHEET SIZE 305X287X7MM
11.42 SHEETS/M2 7SHEETS/BOX=0.613M2",PENNY ROUND,,0.0000,0.6610,M2
CARRARA PENNY HONED 23 -04,"CARRARA PENNY ROUND HONED 
CHIP SIZE 23MM SHEET SIZE 305X287X7MM
11.42 SHEETS/M2 7SHEETS/BOX=0.613M2
PO-09-1",PENNY ROUND,,0.0000,5.3235,M2
CARRARA PENNY HONED 23 -05,"CARRARA PENNY ROUND HONED 
CHIP SIZE 23MM SHEET SIZE 305X287X7MM
11.42 SHEETS/M2 7SHEETS/BOX=0.613M2",PENNY ROUND,,15.0000,33.9525,M2
CARRARA SQUARE 23 HONED,"CARRARA SQUARE 23 HONED 
CHIP SIZE 23X23X7MM SHEET SIZE 300X300MM 11.11SHEET/M2 10SH/BOX=0.9M2",SQUARE,,0.0000,0.0000,M2
CARRARA SQUARE 23 HONED -01,CARRARA SQUARE 23 HONED CHIP SIZE 23X23X7MM SHEET SIZE 300X300MM 11.11SHEET/M2 10SH/BOX=0.9M2,SQUARE,,22.0000,85.2000,M2
CARRARA SQUARE 25,"CARRARA SQUARE 25 HONED
CHIP SIZE : 25X25X7MM
SHEET SIZE :305X305MM
10.75SHEET/M2 10SH/BOX",SQUARE,,0.0000,0.8500,M2
CARRARA SQUARE 25 -01,CARRARA SQUARE 25 HONED CHIP SIZE : 25X25X7MM SHEET SIZE :305X305MM 10.75SHEET/M2 10SH/BOX =0.931M2,SQUARE,,0.0000,0.3000,M2
CARRARA SQUARE 48 TUMBLED,"CARRARA SQUARE 48 TUMBLED
 CHIP SIZE 48X48X10MM 
SHEET SIZE 300X300MM 
11.11 SHEET/M2 5SH/BOX =0.45m2",SQUARE,,0.0000,48.6000,M2
CARRARA+ NERO BORDER HONED,"CARRARA SQUARE+ NERO BORDER HONED SHEET SIZE 305X305X10
11.75 SHEETS/M2
5 SHEETS/BOX",SQUARE,,0.0000,0.0000,M2
CARRARA+ NERO BORDER HONED -01,"CARRARA SQUARE+ NERO BORDER HONED SHEET SIZE 305X305X10
11.75 SHEETS/M2
5 SHEETS/BOX",SQUARE,,0.0000,0.0000,M2
CARRARA+NERO BORDER HONED -02,"CARRARA SQUARE+ NERO BORDER HONED SHEET SIZE 305X305X10
11.75 SHEETS/M2
5 SHEETS/BOX",SQUARE,,0.0000,0.0000,M2
CARRARA+NERO BORDER HONED -03,"CARRARA SQUARE+ NERO BORDER HONED SHEET SIZE 305X305X10
11.75 SHEETS/M2
5 SHEETS/BOX",SQUARE,,0.0000,87.5370,M2
CASTLE CARRARA + THASSOS,"CASTLE CARRARA HONED + THASSOS POLISHED 
SHEET SIZE 305X305X10MM
SHEET SIZE 305X305X10MM
10.75 SHEETS/M2
5 SHEETS/BOX=0.465M2",CASTLE,,0.0000,1.8170,M2
CASTLE CARRARA + THASSOS -01,"CASTLE CARRARA HONED + THASSOS HONED 
SHEET SIZE 305X305X7MM
10.75 SHEETS/M2
10 SHEETS/BOX=0.93M2",CASTLE,,47.0000,49.3570,M2
CASTLE CARRARA + THASSOS -02,"CASTLE CARRARA HONED + THASSOS HONED
SHEET SIZE 305X305X7MM
10.75 SHEETS/M2
10 SHEETS/BOX=0.93M2",CASTLE,,0.0000,58.6100,M2
CASTLE CARRARA + THASSOS -03,"CASTLE CARRARA HONED + THASSOS HONED
 SHEET SIZE 305X305X7MM 10.75 SHEETS/M2 10 SHEETS/BOX=0.93M2",CASTLE,,0.0000,117.2000,M2
CASTLE MINT GREEN + THASSOS,"CASTLE MINT GREEN + THASSOS
SHEET SIZE:305X305X7MM
SHEET SIZE:305X305X7MM
10.75 SHEETS/M2 5SH/BOX(0.465M2)",CASTLE,,0.0000,0.0000,M2
CHEVRON CARRARA HONED MOS,CHEVRON CARRARA HONED MOSAIC 290X300,CHEVRON,,0.0000,0.0000,M2
CHEVRON CARRARA+NERO+GOLD,"CHEVRON CARRARA + NERO + GOLD HONED
SHEET SIZE 302X300X8MM 
11 SHEETS/M2 
10SH/BOX=0.906M2",CHEVRON,,0.0000,7.1438,M2
CHEVRON CARRARA+NERO+GOLD -01,"CHEVRON CARRARA + NERO + GOLD HONED
SHEET SIZE 302X300X8MM 
11 SHEETS/M2 
5SH/BOX=0.453M2",CHEVRON,,0.0000,29.3030,M2
CHEVRON CARRARA+NERO+GOLD -02,"CHEVRON CARRARA + NERO + GOLD HONED
SHEET SIZE 302X300X8MM 
11 SHEETS/M2 
10SH/BOX=0.906M2",CHEVRON,,0.0000,48.9000,M2
CHEVRON CARRARA+NERO+GOLD -03,"CHEVRON CARRARA + NERO + GOLD HONED
SHEET SIZE 302X300X8MM 
11 SHEETS/M2 10SH/BOX=0.906M2",CHEVRON,,0.0000,48.9200,M2
CHEVRON NERO+GOLD HONED,"CHEVRON NERO + GOLD HONED 
SHEET SIZE 302X300X8MM 
11 SHEETS/M2 10SH/BOX=0.906M2",CHEVRON,,0.0000,5.4072,M2
CHEVRON NERO+GOLD HONED -01,"CHEVRON NERO + GOLD HONED 
SHEET SIZE 302X300X8MM 
11 SHEETS/M2
10SH/BOX=0.906M2",CHEVRON,,0.0000,21.6106,M2
CHEVRON NERO+GOLD HONED -02,"CHEVRON NERO + GOLD HONED 
SHEET SIZE 302X300X8MM 
11 SHEETS/M2
10SH/BOX=0.906M2",CHEVRON,,0.0000,48.9000,M2
CHEVRON NERO+GOLD HONED -03,"CHEVRON NERO + GOLD HONED 
SHEET SIZE 302X300X8MM 
11 SHEETS/M2
10SH/BOX=0.906M2",CHEVRON,,0.0000,48.9200,M2
CHEVRON TUNDRA DARK,"CHEVRON TUNDRA DARK 
CHIP SIZE 100X542MM 18.45PCS/M2",CHEVRON,,0.0000,63.8400,M2
CHEVRON TUNDRA LIGHT,"CHEVRON TUNDRA LIGHT 
CHIP SIZE 100X542MM 18.45PCS/M2",CHEVRON,,0.0000,33.9700,M2
CONCAVE BLACK STACK GLOSS,CONCAVE BLACK GLOSS STACK XCST322            CHIP SIZE 20X145X8MM                     SHEET SIZE 299X296                             11.30 SHEETS/M2 18SH/1.593M2,STACK,,1.5930,28.5835,M2
CONCAVE BLACK STACK GLOSS -01,"CONCAVE BLACK GLOSS STACK XCST322            CHIP SIZE 20X145X8MM                     SHEET SIZE 299X296                             11.30 SHEETS/M2
18SHEETS(1.59M2)/BOX",STACK,,0.0000,172.0400,M2
CONCAVE BLACK STACK GLOSS -02,CONCAVE BLACK GLOSS STACK XCST322 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18 SH/BOX = 1.59M2,STACK,,0.0000,430.1100,M2
CONCAVE BLACK STACK MATT,CONCAVE BLACK MATT STACK XCST321            CHIP SIZE 20X145X8MM                     SHEET SIZE 299X296                             11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,0.7080,M2
CONCAVE BLACK STACK MATT-1,CONCAVE BLACK MATT STACK XCST321            CHIP SIZE 20X145X8MM                     SHEET SIZE 299X296                             11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,5.9200,7.4470,M2
CONCAVE BLACK STACK MATT-2,"CONCAVE BLACK MATT STACK XCST321 
CHIP SIZE 20X145X8MM 
SHEET SIZE 299X296 11.30 SHEETS/M2
18SH/BOX=1.593M2",STACK,,0.0000,46.8120,M2
CONCAVE BLACK STACK MATT-3,CONCAVE BLACK MATT STACK XCST321 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,86.0200,M2
CONCAVE BLACK STACK MATT-4,CONCAVE BLACK MATT STACK XCST321 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,430.1100,M2
CONCAVE BLONDE STACK GLOSS,CONCAVE BLONDE STACK GLOSS XCST647           CHIP SIZE 22X145X8MM                     SHEET SIZE 300X296                             11.29 SHEETS/M2 19SH/BOX=1.6874M2,STACK,,26.9774,63.3180,M2
CONCAVE BLUE STACK GLOSS,"CONCAVE BLUE STACK GLOSS XCST664            
CHIP SIZE 22X145X8MM                     
SHEET SIZE 300X296                             11.29 SHEETS/M2 18SH/BOX=1.593M2",STACK,,11.0630,22.0000,M2
CONCAVE BLUE STACK GLOSS -01,CONCAVE BLUE STACK GLOSS XCST664 CHIP SIZE 22X145X8MM SHEET SIZE 300X296 11.29 SHEETS/M2 18SH/BOX=1.593M2,STACK,,4.8056,173.5790,M2
CONCAVE BLUE STACK GLOSS -02,CONCAVE BLUE STACK GLOSS XCST664 CHIP SIZE 22X145X8MM SHEET SIZE 300X296 11.29 SHEETS/M2 19SH/BOX=1.6872M2,STACK,,30.2100,273.3600,M2
CONCAVE CARRARA HONED,CONCAVE CARRARA HONED CHIP SIZE 100X600X17MM,STACK,,0.0000,0.0000,M2
CONCAVE COOL WHITE STACK,CONCAVE COOL WHITE STACK GLOSS XCST378 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,0.0000,M2
CONCAVE COOL WHITE STACK -01,CONCAVE COOL WHITE STACK GLOSS XCST378 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,1.3350,M2
CONCAVE COOL WHITE STACK -02,CONCAVE COOL WHITE STACK GLOSS XCST378 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,59.1800,72.2210,M2
CONCAVE COOL WHITE STACK -03,CONCAVE COOL WHITE STACK GLOSS XCST378 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,430.1100,M2
CONCAVE GREY STACK,"CONCAVE GREY SZ091A 
CHIP SIZE 20X145X8MM 
SHEET SIZE 299X296
11.29 SHEETS/M2
18SH/BOX=1.593M2",STACK,,0.0000,0.1500,M2
CONCAVE GREY STACK -01,"CONCAVE GREY SZ091A 
CHIP SIZE 20X145X8MM 
SHEET SIZE 299X296
11.29 SHEETS/M2
18SH/BOX=1.593M2",STACK,,0.0000,1.0705,M2
CONCAVE GREY STACK -02,"CONCAVE GREY STACK GLOSS XCST269  CHIP SIZE 20X145X8MM  SHEET SIZE 299X296 11.30 SHEETS/M2
18 sh/box=1.593M2",STACK,,0.3540,0.0000,M2
CONCAVE GREY STACK -03,CONCAVE GREY STACK GLOSS XCST269 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,4.3520,M2
CONCAVE GREY STACK -04,CONCAVE GREY STACK GLOSS XCST269 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,50.0000,50.6490,M2
CONCAVE GREY STACK -05,CONCAVE GREY STACK GLOSS XCST269 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,0.0000,M2
CONCAVE GREY STACK -06,CONCAVE GREY STACK GLOSS XCST269 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH(1.593M2)/BOX,STACK,,45.2650,157.8185,M2
CONCAVE GREY STACK -07,CONCAVE GREY STACK GLOSS XCST269 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH(1.593M2)/BOX,STACK,,1.5930,430.1100,M2
CONCAVE HONEY STACK GLOSS,CONCAVE HONEY STACK GLOSS XCST267 CHIP SIZE: 20X145 SHEET SIZE : 296X300  11.29 SHEETS/M2 18SH/BOX =1.59M2,STACK,,0.0000,151.1522,M2
CONCAVE PISTACHIO STACK GLOSS,"CONCAVE PISTACHIO STACK GLOSS XCST658            CHIP SIZE 20X145X8MM                     SHEET SIZE 300X296                             11.26 SHEETS/M2
18SH/BOX=1.59M2",STACK,,3.2770,3.8940,M2
CONCAVE PISTACHIO STACK GLOSS -01,CONCAVE PISTACHIO STACK GLOSS XCST658 CHIP SIZE 20X145X8MM SHEET SIZE 300X296 11.26 SHEETS/M2 19SH/BOX=1.6872M2,STACK,,11.1300,227.0058,M2
CONCAVE RED STACK GLOSS,"CONCAVE RED STACK GLOSS XCST431            
CHIP SIZE 20X145X8MM                     
SHEET SIZE 299X296                             11.29 SHEETS/M2 18/BOX=1.593M2",STACK,,0.0000,0.0000,M2
CONCAVE RED STACK GLOSS -01,CONCAVE RED STACK GLOSS XCST431 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.29 SHEETS/M2 18SH 18SH/BOX=1.593M2,STACK,,0.0000,60.4950,M2
CONCAVE RED STACK GLOSS -02,CONCAVE RED STACK GLOSS XCST431 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.29 SHEETS/M2 18SH/BOX =1.593M2,STACK,,0.0000,28.6400,M2
CONCAVE WARM WHITE STACK,"CONCAVE WARM WHITE SZ015
CHIP SIZE 20X145X8MM 
SHEET SIZE 299X296
11.29 SHEETS/M2
18/BOX=1.593M2",STACK,,0.0000,0.2810,M2
CONCAVE WARM WHITE STACK -01,CONCAVE WARM WHITE STACK GLOSS XCST430 CHIP SIZE 20X145X8MM  SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,1.3200,M2
CONCAVE WARM WHITE STACK -02,CONCAVE WARM WHITE STACK GLOSS XCST430 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,0.1360,M2
CONCAVE WARM WHITE STACK -03,CONCAVE WARM WHITE STACK GLOSS XCST430 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,11.1500,39.0516,M2
CONCAVE WARM WHITE STACK -04,CONCAVE WARM WHITE STACK GLOSS XCST430 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,430.1100,M2
CONCAVE WHITE STACK GLOSS,"CONCAVE WHITE STACK GLOSS XCST320-G CHIP SIZE 20X145X8MM 
SHEET SIZE 299X296 
11.30 SHEETS/M2 18SH/BOX=1.593M2",STACK,,0.0000,6.6730,M2
CONCAVE WHITE STACK GLOSS -01,"CONCAVE WHITE STACK GLOSS XCST320-G CHIP SIZE 20X145X8MM  SHEET SIZE 299X296  11.30 SHEETS/M2
18SH/BOX=1.593M2",STACK,,0.0000,130.2344,M2
CONCAVE WHITE STACK GLOSS -02,CONCAVE WHITE STACK GLOSS XCST320-G CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,0.0000,M2
CONCAVE WHITE STACK MATT,"CONCAVE WHITE STACK MATT XCST320
CHIP SIZE 20X145X8MM
SHEET SIZE 299X296
11.30 SHEETS/M2 18SH/BOX=1.593M2",STACK,,0.0000,0.3605,M2
CONCAVE WHITE STACK MATT -01,CONCAVE WHITE STACK MATT XCST320 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,7.0690,M2
CONCAVE WHITE STACK MATT -02,CONCAVE WHITE STACK MATT XCST320 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,0.7500,M2
CONCAVE WHITE STACK MATT -03,CONCAVE WHITE STACK MATT XCST320 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,4.7790,77.4346,M2
CONCAVE WHITE STACK MATT -04,CONCAVE WHITE STACK MATT XCST320 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,516.1300,M2
CONCAVE WHITE STACK MATT -05,CONCAVE WHITE STACK MATT XCST320 CHIP SIZE 20X145X8MM SHEET SIZE 299X296 11.30 SHEETS/M2 18SH/BOX=1.593M2,STACK,,0.0000,430.1100,M2
CONNECT CARRARA 150,"CONNECT CARRARA HONED 
CHIP SIZE 35X150X7MM 
SHEET SIZE 294X302 11.26 SHEETS/M2
10SHEETS/BOX=0.888M2",CONNECT,,0.0000,2.4417,M2
CONNECT CARRARA 150 -01,"CONNECT CARRARA HONED 
CHIP SIZE 35X150X7MM SHEET SIZE 294X302 
11.26 SHEETS/M2 10SHEETS/BOX=0.888M2",CONNECT,,0.0000,83.5500,M2
CONNECT CARRARA 150 -02,CONNECT CARRARA HONED CHIP SIZE 35X150X7MM SHEET SIZE 294X302 11.26 SHEETS/M2 10SHEETS/BOX=0.888M2,CONNECT,,0.0000,167.8100,M2
CONNECT CARRARA 150 -03,CONNECT CARRARA HONED CHIP SIZE 35X150X7MM SHEET SIZE 294X302 11.26 SHEETS/M2 10SHEETS/BOX=0.888M2,CONNECT,,0.0000,167.8100,M2
CONNECT CARRARA 98,CONNECT CARRARA HONED CHIP SIZE 18X98X10MM SHEET SIZE 310X298MM 10.82 SHEETS/M2 5SH/BOX=0.4619M2,CONNECT,,9.1456,23.1000,M2
CONNECT CARRARA 98 WB,CONNECT CARRARA HONED WB CHIP SIZE 18X98X10MM SHEET SIZE 310X298MM 10.82 SHEETS/M2 5SH/BOX=0.4619M2,CONNECT,,0.0000,1.5184,M2
CONNECT CARRARA 98 WB -01,CONNECT CARRARA HONED WB CHIP SIZE 18X98X10MM SHEET SIZE 310X298MM 10.82 SHEETS/M2 5SH/BOX=0.4619M2,CONNECT,,7.0000,10.3500,M2
CONNECT JADE 150,"CONNECT JADE 
CHIP SIZE 35X150X10MM
SHEET SIZE 294X302
11.26 SHEETS/M2 5SH/BOX=0.44M2",CONNECT,,0.0000,0.0000,M2
CONNECT JADE 150 -01,"CONNECT JADE 
CHIP SIZE 35X150X10MM SHEET SIZE 294X302 
11.26 SHEETS/M2, 5SH/BOX=0.44M2",CONNECT,,0.0000,45.9100,M2
CONNECT JADE 150 -02,"CONNECT JADE CHIP SIZE 35X150X10MM SHEET SIZE 294X302 11.26 SHEETS/M2, 5SH/BOX=0.44M2",CONNECT,,0.0000,0.0000,M2
CONNECT ROSSO,"CONNECT ROSSO 
CHIP SIZE 35X150X10MM
SHEET SIZE 294X302
11.26 SHEETS/M2",CONNECT,,0.0000,0.4730,M2
CONNECT ROSSO -01,CONNECT ROSSO  CHIP SIZE 35X150X10MM SHEET SIZE 294X302 11.26 SHEETS/M2,CONNECT,,0.0000,13.6860,M2
CONNECT ROSSO -02,"CONNECT ROSSO CHIP SIZE 35X150X10MM SHEET SIZE 294X302 11.26 SHEETS/M2 
5 SH/BOX = 0.44M2",CONNECT,,0.0000,47.8120,M2
CONNECT ROSSO -03,CONNECT ROSSO CHIP SIZE 35X150X10MM SHEET SIZE 294X302 11.26 SHEETS/M2 5SH/BOX = 0.44M2,CONNECT,,0.0000,47.9500,M2
CONNECT WHITE MATT BRICK PATTERN,"CONNECT WHITE MATT  CHIP SIZE 23X100
SHEET SIZE 303X300
11 SHEETS/M2
11SH/BOX=1M2",BRICK PATTERN,,0.0000,3.5450,M2
CONNECT WHITE MATT BRICK PATTERN-01,"CONNECT WHITE MATT CHIP SIZE 23X100 
SHEET SIZE 303X300 
11 SHEETS/M2 11SH/BOX=1 M2",BRICK PATTERN,,0.0000,15.4500,M2
CONNECT WHITE MATT BRICK PATTERN-02,CONNECT WHITE MATT CHIP SIZE 23X98 SHEET SIZE 300X300 11.11 SHEETS/M2 11SH/BOX=0.99M2,BRICK PATTERN,,16.0000,140.4000,M2
CUBE SATIN WHITE,"CUBE WHITE SATIN LR82474 
CHIP SIZE 85X147.2X6MM
SHEET SIZE 304.4X266.2
12.34 SHEETS/M2",CUBE,,38.1020,38.1660,M2
DELIVERY FEE,DELIVERY FEE,,,,,
FISHSCALE CARRARA HONED,"FISHSCALE CARRARA HONED 
CHIP SIZE 69X78X7MM
SHEET SIZE 235X225
18.9 SHEETS/M2
10 SH/BOX=0.53M2",FISHSCALE,,0.0000,1.1080,M2
FISHSCALE CARRARA HONED -01,"FISHSCALE CARRARA HONED 
CHIP SIZE 69X78X7MM
SHEET SIZE 235X225X7
18.9 SHEETS/M2
10 SH/BOX=0.53M2",FISHSCALE,,0.0000,1.6025,M2
FISHSCALE CARRARA HONED -02,FISHSCALE CARRARA HONED  CHIP SIZE 69X78X7MM SHEET SIZE 235X225X7 18.9 SHEETS/M2 10SH/BOX=0.53M2,FISHSCALE,,0.0000,0.0000,M2
FISHSCALE CARRARA HONED -03,FISHSCALE CARRARA HONED  CHIP SIZE 69X78X7MM SHEET SIZE 235X225X7 18.9 SHEETS/M2 10SH/BOX=0.53M2,FISHSCALE,,0.0000,0.6610,M2
FISHSCALE CARRARA HONED -04,"FISHSCALE CARRARA HONED  CHIP SIZE 69X78X7MM SHEET SIZE 235X225X7  
18.91 SHEETS/M2  
10SH/BOX=0.53M2",FISHSCALE,,0.0000,7.1912,M2
FISHSCALE CARRARA HONED -05,"FISHSCALE CARRARA HONED  CHIP SIZE 69X78X7MM SHEET SIZE 235X225X7   
18.91 SHEETS/M2   
10SH/BOX=0.53M2",FISHSCALE,,25.4400,66.6000,M2
FISHSCALE CARRARA HONED -06,FISHSCALE CARRARA HONED CHIP SIZE 69X78X7MM SHEET SIZE 235X225X7 18.91 SHEETS/M2 10SH/BOX=0.53M2,FISHSCALE,,0.0000,66.6000,M2
FISHSCALE CARRARA HONED -07,FISHSCALE CARRARA HONED CHIP SIZE 69X78X7MM SHEET SIZE 235X225X7 18.91 SHEETS/M2 10SH/BOX=0.53M2,FISHSCALE,,0.0000,0.3500,M2
FISHSCALE CARRARA HONED -08,"FISHSCALE CARRARA HONED 
CHIP SIZE 69X78X7MM SHEET SIZE 235X225X7 18.91 SHEETS/M2 
10SH/BOX=0.53M2",FISHSCALE,,0.0000,33.3000,M2
FISHSCALE CARRARA TUMBLED,FISH SCALE CARRARA TUMBLED CHIP SIZE :79x80x10 SHEET SIZE:245x254,FISHSCALE,,1.2400,2.6200,M2
FISHSCALE CARRARA TUMBLED -01,"FISH SCALE CARRARA TUMBLED CHIP SIZE :69x78x7 SHEET SIZE:235x225
10SH/BOX = 0.62M2",FISHSCALE,,0.0000,7.3000,M2
FISHSCALE CARRARA TUMBLED -02,FISH SCALE CARRARA TUMBLED CHIP SIZE :69x78x7 SHEET SIZE:235x225 18.913SHEET/M2 10SHEETS/BOX,FISHSCALE,,0.0000,33.3000,M2
FISHSCALE CARRARA TUMBLED -03,FISH SCALE CARRARA TUMBLED CHIP SIZE :69x78x7 SHEET SIZE:235x225 18.913SHEET/M2 10SH/BOX=0.53M2,FISHSCALE,,0.0000,25.8100,M2
FISHSCALE MINT HONED,"FISHSCALE MINT HONED CHIP SIZE 69X78X7
SHEET SIZE 235X225
18.91 SHEETS/M2 10SH/BOX=0.53M2",FISHSCALE,,0.0000,0.6880,M2
FISHSCALE MINT HONED -01,"FISHSCALE MINT HONED CHIP SIZE 69X78X7
SHEET SIZE 235X225
18.91 SHEETS/M2 10SH/BOX=0.53M2",FISHSCALE,,0.0000,0.3580,M2
FISHSCALE MINT HONED -02,"FISHSCALE MINT HONED CHIP SIZE 69X78X7
SHEET SIZE 235X225
18.91 SHEETS/M2 10SH/BOX=0.53M2",FISHSCALE,,0.0000,28.5060,M2
FISHSCALE MINT HONED-03,"FISHSCALE MINT HONED CHIP SIZE 69X78X7
SHEET SIZE 235X225
18.91 SHEETS/M2 10SH/BOX=0.53M2",FISHSCALE,,0.0000,33.3000,M2
FISHSCALE MINT HONED-04,"FISHSCALE MINT HONED CHIP SIZE 69X78X7
SHEET SIZE 235X225
18.91 SHEETS/M2 10SH/BOX=0.53M2",FISHSCALE,,19.0600,19.9400,M2
FLOWER CARRARA+THASSOS HONED,"FLOWER CARRARA+THASSOS HONED 
SHEET SIZE 325X290X10MM
10.6 SHEETS/M2
5 SH/BOX=0.47M2",FLOWER,,0.0000,26.4025,M2
FLOWER CARRARA+THASSOS HONED - 01,"FLOWER CARRARA+THASSOS HONED 
SHEET SIZE 325X290X10MM
10.6 SHEETS/M2
5 SH/BOX=0.47M2",FLOWER,,0.0000,50.7115,M2
FLOWER PINK GREEN & THASSOS,"FLOWER PINK, GREEN & THASSOS 
SHEET SIZE 325X290X10MM
10.6 SHEETS/M2
5 SH/BOX = 0.47M2",FLOWER,,0.0000,12.5657,M2
FLOWER PINK GREEN & THASSOS -01,"FLOWER PINK, GREEN & THASSOS 
SHEET SIZE 325X290X10MM
10.6 SHEETS/M2
5 SH/BOX = 0.47M2",FLOWER,,0.0000,31.7765,M2
GOLD PENNYROUND MATT,"SIZE: 310X324MM
1SQM /10 SHEETS",PENNY ROUND,,0.0000,0.0000,
HEXAGON CARRARA + NERO BORDER HONED,HEXAGON CARRARA + NERO BORDER HONED SHEET SIZE 315X275X10MM FRAME: 388X311X10MM 11.54 SHEETS/M2 5 SH/BOX=0.603M2,HEXAGON,,0.0000,3.6030,M2
HEXAGON CARRARA + NERO BORDER HONED -01,HEXAGON CARRARA + NERO BORDER HONED SHEET SIZE 315X275X10MM FRAME: 388X311X10MM 11.54 SHEETS/M2 5 SH/BOX=0.603M2,HEXAGON,,15.8600,18.9140,M2
HEXAGON CARRARA + NERO BORDER HONED -02,HEXAGON CARRARA + NERO BORDER HONED SHEET SIZE 315X275X10MM FRAME: 388X311X10MM 11.54 SHEETS/M2 5 SH/BOX=0.603M2,HEXAGON,,5.0000,46.7800,M2
JUMBO VINTAGE SNOW PENNY,"JUMBO VINTAGE SNOW PENNY 48MM 48EBD03
SHEET SIZE: 304X260MM
12.66SHEETS/M2
22SH/BOX=1.74M2",PENNY ROUND,,0.0000,2.9730,M2
JUMBO VINTAGE SNOW PENNY -01,"JUMBO VINTAGE SNOW PENNY 48MM 48EBD03 SHEET SIZE: 304X260MM 12.66SHEETS/M2
22SH/BOX=1.74M2",PENNY ROUND,,3.4800,82.9100,M2
JUMBO VINTAGE SNOW PENNY -02,JUMBO VINTAGE SNOW PENNY 48MM 48EBD03 SHEET SIZE: 304X260MM 12.66SHEETS/M2 22SH/BOX=1.74M2,PENNY ROUND,,0.0000,0.0000,M2
JUMBO VINTAGE SNOW PENNY -03,JUMBO VINTAGE SNOW PENNY 48MM 48EBD03 SHEET SIZE: 304X260MM 12.66SHEETS/M2 22SH/BOX=1.74M2,PENNY ROUND,,0.0000,0.0000,M2
JUMBO WHITE MATT PENNY,"JUMBO WHITE MATT PENNY 48MM 48Y-01 SHEET SIZE: 304X260MM 12.66SHEETS/M2 
22SH/BOX=1.74M2",PENNY ROUND,,0.0000,67.7520,M2
JUMBO WHITE MATT PENNY -01,JUMBO WHITE MATT PENNY 48MM 48Y-01 SHEET SIZE: 304X260MM 12.66SHEETS/M2 22SH/BOX=1.74M2,PENNY ROUND,,0.0000,0.0000,M2
KIT KAT BLACK GLOSS,"KIT KAT BLACK GLOSS YL74000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2
18SH/BOX = 1.6M2",KITKAT,,0.0000,135.4692,M2
KIT KAT BLACK GLOSS -01,"KIT KAT BLACK GLOSS YL74000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2
18SH/BOX = 1.6M2",KITKAT,,0.0000,0.0000,M2
