Product List as of 07/12/2021,,,,,,
Product Code,Product Description,Product Group,Pack,Allocated,On Hand,Units
SUBWAY CARRARA HONED 150X75 -06,SUBWAY CARRARA HONED 150X75X10MM 40PCS/BOX 0.45M2/BOX,SUBWAY,,0.0000,64.8000,M2
SUBWAY CARRARA HONED 150X75 -07,SUBWAY CARRARA HONED 150X75X10MM 40PCS/BOX 0.45M2/BOX,SUBWAY,,0.0000,0.0000,M2
SUBWAY CARRARA HONED 305X75,"SUBWAY CARRARA HONED 305X75X10MM 
20PCS/BOX
72 BOXES/CRATE",SUBWAY,,0.0000,1.8400,M2
SUBWAY CARRARA HONED 305X75 -01,"SUBWAY CARRARA HONED 
CHIP SIZE 305X75X10MM  20PCS/BOX 
0.4575 M2/BOX",SUBWAY,,0.0000,0.9400,M2
SUBWAY CARRARA HONED 305X75 -02,SUBWAY CARRARA HONED  CHIP SIZE 305X75X10MM  20PCS/BOX  0.4575 M2/BOX,SUBWAY,,11.0000,16.8800,M2
SUBWAY CARRARA HONED 305X75 -03,SUBWAY CARRARA HONED  CHIP SIZE 305X75X10MM  20PCS/BOX  0.4575 M2/BOX,SUBWAY,,0.0000,2.4905,M2
SUBWAY CARRARA HONED 305X75 -04,SUBWAY CARRARA HONED  CHIP SIZE 305X75X10MM  20PCS/BOX  0.4575 M2/BOX,SUBWAY,,0.0000,2.1800,M2
SUBWAY CARRARA HONED 305X75 -05,SUBWAY CARRARA HONED CHIP SIZE 305X75X10MM 20PCS/BOX 0.4575 M2/BOX,SUBWAY,,17.3900,22.5600,M2
SUBWAY CARRARA HONED 305X75 -06,SUBWAY CARRARA HONED CHIP SIZE 305X75X10MM 20PCS/BOX = 0.4575 M2,SUBWAY,,13.0000,66.8850,M2
SUBWAY CARRARA HONED 305X75 -07,"SUBWAY CARRARA HONED 
CHIP SIZE 305X75X10MM 20PCS/BOX = 0.4575 M2",SUBWAY,,0.0000,85.8000,M2
SUBWAY CARRARA HONED 305X75 -08,SUBWAY CARRARA HONED CHIP SIZE 305X75X10MM 20PCS/BOX = 0.4575 M2,SUBWAY,,21.0000,32.9000,M2
SUBWAY CARRARA HONED 305X75 -09,SUBWAY CARRARA HONED CHIP SIZE 305X75X10MM 20PCS/BOX = 0.4575 M2,SUBWAY,,0.0000,0.0000,M2
SUBWAY STATUARIO PORCELAIN HONED 75X300,"SUBWAY STATUARIO PORCELAIN HONED BATCH: 114
CHIP SIZE 75X300 
JA61008M SHADE 114
32 PCS/BOX
0.72 M2 / BOX",SUBWAY,,0.0000,25.2800,M2
SUBWAY VIOLA HONED 75X305,"SUBWAY VIOLA HONED 75X305X10MM 
43.72PCS/M2 20PCS/BOX=0.456M2",SUBWAY,,0.0000,197.6000,M2
VERDE,"VERDE TUMBLED & SQUARE CUT 
SHEET SIZE: 300X300X17MM",,,0.0000,0.0800,M2
VINTAGE STACK BLACK MATT,VINTAGE STACK BLACK MATT BHBD6521 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,1.3000,60.4070,M2
VINTAGE STACK BLACK MATT -01,VINTAGE STACK BLACK MATT HBD6521 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK EMERALD GLOSS,VINTAGE STACK EMERALD GLOSS BHBD08240 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,18.5000,34.1832,M2
VINTAGE STACK EMERALD GLOSS -01,VINTAGE STACK EMERALD GLOSS BHBD08240 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,0.0000,140.2857,M2
VINTAGE STACK EMERALD GLOSS -02,VINTAGE STACK EMERALD GLOSS BHBD08240 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK FERN GLOSS,"VINTAGE STACK FERN GLOSS CT129206 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,18.5000,37.6300,M2
VINTAGE STACK FERN GLOSS -01,VINTAGE STACK FERN GLOSS CT129206 CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2,VINTAGE,1.0000,1.0093,81.7500,M2
VINTAGE STACK FOREST GLOSS,"VINTAGE STACK FOREST GLOSS CT129204
 CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,2.0214,M2
VINTAGE STACK FOREST GLOSS -01,"VINTAGE STACK FOREST GLOSS CT129204
 CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,23.0093,65.5968,M2
VINTAGE STACK GREY GLOSS,"VINTAGE STACK GREY GLOSS CT129202 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,4.6700,M2
VINTAGE STACK GREY GLOSS -01,"VINTAGE STACK GREY GLOSS CT129202 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,0.2915,M2
VINTAGE STACK GREY GLOSS -02,"VINTAGE STACK GREY GLOSS CT129202 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK GREY GLOSS -03,"VINTAGE STACK GREY GLOSS CT129202 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,94.8700,231.7600,M2
VINTAGE STACK GREY GLOSS -04,VINTAGE STACK GREY GLOSS CT129202 CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2,VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK NAVY GLOSS,VINTAGE STACK NAVY GLOSS BHBD08258 GREEN CHIP SIZE:12X92 SHEET SIZE:282X308 11.51SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,0.0000,66.2860,M2
VINTAGE STACK NAVY GLOSS -01,VINTAGE STACK NAVY GLOSS BHBD08258 GREEN CHIP SIZE:12X92 SHEET SIZE:282X308 11.51SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,0.0000,70.3600,M2
VINTAGE STACK OCEAN GLOSS,"VINTAGE STACK OCEAN GLOSS CT129203 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK OCEAN GLOSS -01,VINTAGE STACK OCEAN GLOSS CT129203 CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2,VINTAGE,1.0000,1.0093,76.2020,M2
VINTAGE STACK OCEAN GLOSS -02,VINTAGE STACK OCEAN GLOSS CT129203 CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2,VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK PINK GLOSS,"VINTAGE STACK PINK GLOSS BHBD04078 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 
15SH/BOX =1.3 M2
BATCH:2006",VINTAGE,1.0000,10.5000,46.1160,M2
VINTAGE STACK PINK GLOSS -01,VINTAGE STACK PINK GLOSS BHBD04078 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX =1.3 M2,VINTAGE,1.0000,0.0000,140.7200,M2
VINTAGE STACK SAGE GLOSS,VINTAGE STACK SAGE GLOSS BHBD06174 GREEN  CHIP SIZE: 12X92 SHEET SIZE:282X308 11.51SHEETS/M2 15SH/BOX= 1.3M2,VINTAGE,1.0000,1.3000,181.8900,M2
VINTAGE STACK SAGE GLOSS -01,VINTAGE STACK SAGE GLOSS BHBD06174 GREEN CHIP SIZE: 12X92 SHEET SIZE:282X308 11.51SHEETS/M2 15SH/BOX= 1.3M2,VINTAGE,1.0000,0.0000,122.9200,M2
VINTAGE STACK SEA GLOSS,"VINTAGE STACK SEA GLOSS BHBD02152 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2
15SH/BOX = 1.3M2",VINTAGE,1.0000,0.0000,2.0000,M2
VINTAGE STACK SEA GLOSS -01,"VINTAGE STACK SEA GLOSS BHBD02152 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2
15SH/BOX=1.3M2
BATCH:2009**",VINTAGE,1.0000,0.0000,58.1000,M2
VINTAGE STACK SEA GLOSS -02,VINTAGE STACK SEA GLOSS BHBD02152 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,0.0000,140.7200,M2
VINTAGE STACK SNOW GLOSS,"VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308
11.5 SHEETS/M2
15SH/BOX=1.3M2",VINTAGE,1.0000,0.0000,0.3320,M2
VINTAGE STACK SNOW GLOSS-1,"VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308
11.5 SHEETS/M2
15SH/BOX=1.3M2",VINTAGE,1.0000,0.0000,0.9600,M2
VINTAGE STACK SNOW GLOSS-2,"VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308
11.5 SHEETS/M2
15SH/BOX=1.3M2",VINTAGE,1.0000,0.0000,0.6000,M2
VINTAGE STACK SNOW GLOSS-3,"VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308
11.5 SHEETS/M2
15SH/BOX=1.3M2",VINTAGE,1.0000,0.0000,0.2072,M2
VINTAGE STACK SNOW GLOSS-4,"VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308
11.5 SHEETS/M2
15SH/BOX=1.3M2
BATCH:2010",VINTAGE,1.0000,0.0000,0.3500,M2
VINTAGE STACK SNOW GLOSS-5,"VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308
11.5 SHEETS/M2
15SH/BOX=1.3M2 BATCH:2011",VINTAGE,1.0000,0.0000,0.9600,M2
VINTAGE STACK SNOW GLOSS-6,VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,0.0000,0.9603,M2
VINTAGE STACK SNOW GLOSS-7,VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,0.0000,3.3600,M2
VINTAGE STACK SNOW GLOSS-8,VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,316.2000,844.3500,M2
VINTAGE STACK SNOW GLOSS-9,VINTAGE STACK SNOW GLOSS BHBD01044 CHIP SIZE 12X92X8MM SHEET SIZE 282X308 11.5 SHEETS/M2 15SH/BOX=1.3M2,VINTAGE,1.0000,2.0000,4.5040,M2
VINTAGE STACK SPRING GLOSS,"VINTAGE STACK SPRING GLOSS 92TTEB-077
CHIP SIZE 12X92X8MM  SHEET SIZE 284X295 11.93 SHEETS/M2 
1.6756 M2/BOX",VINTAGE,1.0000,20.2670,21.1888,M2
VINTAGE STACK SPRING GLOSS-01,"VINTAGE STACK SPRING GLOSS 92TTEB-077 
CHIP SIZE 12X92X8MM SHEET SIZE 284X295 11.93 SHEETS/M2 1.6756 M2/BOX",VINTAGE,1.0000,1.6756,90.5184,M2
VINTAGE STACK SPRING GLOSS-02,VINTAGE STACK SPRING GLOSS 92TTEB-077 CHIP SIZE 12X92X8MM SHEET SIZE 284X295 11.93 SHEETS/M2 1.6756 M2/BOX,VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK STORM GLOSS,"VINTAGE STACK STORM GLOSS CT129205 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK STORM GLOSS -01,"VINTAGE STACK STORM GLOSS CT129205 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,0.3363,M2
VINTAGE STACK STORM GLOSS -02,"VINTAGE STACK STORM GLOSS CT129205  CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2
12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,3.5407,M2
VINTAGE STACK STORM GLOSS -03,VINTAGE STACK STORM GLOSS CT129205 CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2,VINTAGE,1.0000,0.0000,0.0000,M2
VINTAGE STACK STORM GLOSS -04,"VINTAGE STACK STORM GLOSS CT129205 CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2
BATCH:202107",VINTAGE,1.0000,13.5093,144.3907,M2
VINTAGE STACK WHITE GLOSS,"VINTAGE STACK WHITE GLOSS CT129201 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,32.5000,0.0000,M2
VINTAGE STACK WHITE GLOSS -01,"VINTAGE STACK WHITE GLOSS CT129201 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,0.2340,M2
VINTAGE STACK WHITE GLOSS -03,"VINTAGE STACK WHITE GLOSS CT129201 
CHIP SIZE 12X92X8MM
SHEET SIZE 284.1X296.1
11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,1.0000,M2
VINTAGE STACK WHITE GLOSS -04,VINTAGE STACK WHITE GLOSS CT129201 CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2,VINTAGE,1.0000,13.6093,15.3321,M2
VINTAGE STACK WHITE GLOSS -05,"VINTAGE STACK WHITE GLOSS CT129201 
CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2
BATCH: 202107A",VINTAGE,1.0000,96.3000,105.1160,M2
VINTAGE STACK WHITE GLOSS -06,"VINTAGE STACK WHITE GLOSS CT129201 CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2
BATCH:202107B",VINTAGE,1.0000,0.0000,3.6402,M2
VINTAGE STACK WHITE GLOSS -07,"VINTAGE STACK WHITE GLOSS CT129201 
CHIP SIZE 12X92X8MM SHEET SIZE 284.1X296.1 11.88 SHEETS/M2 12SH/BOX=1.0093M2",VINTAGE,1.0000,0.0000,0.0000,M2
VIOLA SQUARE 101,"VIOLA SQUARE HONED
101X101X10MM  
98PCS/M2 
45PCS/BOX = 0.459M2",,,0.0000,59.0820,M2
VIOLA SQUARE 23 HONED,VIOLA SQUARE HONED 23X23X10MM SHEET SIZE: 305X305MM 10.75SH/M2 5SH/BOX=0.465M2,,,0.0000,0.0000,M2
VIOLA SQUARE 25 HONED,"VIOLA SQUARE HONED 
 CHIP SIZE 25X25X10MM 
SHEET SIZE 302X302MM 10.96SH/M2 5SH/BOX =0.456M2",SQUARE,,0.0000,98.5000,M2
VIOLA STACK HONED,"VIOLA STACK HONED CHIP SIZE 15X98X10MM
SHEET SHIZE 298X305
11SH/M2 5SH/BOX=0.454M2",STACK,,0.0000,98.2000,M2
